LSOA code (2011),la19nm,england_imd_rank,england_imd_decile,london_imd_rank,london_imd_decile,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) rank - England,Index of Multiple Deprivation (IMD) decile - England,Index of Multiple Deprivation (IMD) rank rebased for London,Index of Multiple Deprivation (IMD) decile rebased for London,Index of Multiple Deprivation (IMD) quintile rebased for London
E01004515,Wandsworth,19074,6,3247,7,"11,712",6,9105,4,16511,7,19737,7,13835,6,2754,6,13210,7,18516,5,30294,9,Wandsworth 012D,E09000032,Wandsworth,19074.0,6.0,3247.0,7.0,4.0
E01004516,Wandsworth,21815,7,3639,8,"18,170",8,20802,8,21785,8,24465,8,16442,7,3598,8,3911,2,28119,8,30445,9,Wandsworth 036A,E09000032,Wandsworth,21815.0,7.0,3639.0,8.0,4.0
E01004517,Wandsworth,18989,6,3236,7,"8,983",5,14611,6,14712,6,19740,7,16415,7,2631,6,12116,7,25286,7,25708,7,Wandsworth 037A,E09000032,Wandsworth,18989.0,6.0,3236.0,7.0,4.0
E01004518,Wandsworth,20999,7,3543,8,"11,804",7,19959,8,17956,7,21559,7,17619,8,4056,9,4521,2,28562,9,29890,9,Wandsworth 036B,E09000032,Wandsworth,20999.0,7.0,3543.0,8.0,4.0
E01004519,Wandsworth,17332,6,2976,7,"8,294",5,17466,7,14140,6,20385,7,12776,6,3220,7,6887,4,20814,5,25714,7,Wandsworth 036C,E09000032,Wandsworth,17332.0,6.0,2976.0,7.0,4.0
E01004520,Wandsworth,17433,6,2986,7,"11,307",6,12206,5,12870,5,19183,6,19095,8,3017,7,6643,3,26160,8,22609,6,Wandsworth 036D,E09000032,Wandsworth,17433.0,6.0,2986.0,7.0,4.0
E01004521,Wandsworth,17534,6,3002,7,"12,860",7,12313,5,12947,5,17349,6,20166,9,3542,8,9735,6,25277,7,17927,4,Wandsworth 037B,E09000032,Wandsworth,17534.0,6.0,3002.0,7.0,4.0
E01004522,Wandsworth,15866,5,2739,6,"6,415",4,9538,4,10536,4,16630,6,18146,8,3141,7,6929,4,26080,7,21638,6,Wandsworth 037C,E09000032,Wandsworth,15866.0,5.0,2739.0,6.0,3.0
E01004523,Wandsworth,15182,5,2611,6,"5,786",4,17877,7,12964,5,18877,6,11649,5,1980,5,5268,3,21742,6,28005,8,Wandsworth 036E,E09000032,Wandsworth,15182.0,5.0,2611.0,6.0,3.0
E01004524,Wandsworth,5868,2,610,2,"3,377",3,5050,2,3978,1,5026,1,18236,8,1897,4,13488,8,7206,1,9985,2,Wandsworth 037D,E09000032,Wandsworth,5868.0,2.0,610.0,2.0,1.0
E01004525,Wandsworth,13131,4,2266,5,"7,297",5,10218,4,13828,6,19797,7,3504,1,2352,5,4769,2,19229,5,23875,7,Wandsworth 035A,E09000032,Wandsworth,13131.0,4.0,2266.0,5.0,3.0
E01004526,Wandsworth,12185,4,2087,5,"3,447",3,7006,3,10506,4,16773,6,4292,2,3178,7,5914,3,14572,3,25118,7,Wandsworth 035B,E09000032,Wandsworth,12185.0,4.0,2087.0,5.0,3.0
E01004527,Wandsworth,18676,6,3193,7,"10,421",6,17427,7,17825,7,28295,9,5798,2,3334,7,5527,3,23241,6,27004,8,Wandsworth 035C,E09000032,Wandsworth,18676.0,6.0,3193.0,7.0,4.0
E01004528,Wandsworth,8673,3,1323,3,"3,757",3,6862,3,6581,3,9171,3,9423,4,2182,5,8593,5,12313,2,16090,4,Wandsworth 035D,E09000032,Wandsworth,8673.0,3.0,1323.0,3.0,2.0
E01004529,Wandsworth,20554,7,3483,8,"7,390",5,13543,6,16023,7,26333,9,16557,7,3427,8,6029,3,24576,7,28217,8,Wandsworth 035E,E09000032,Wandsworth,20554.0,7.0,3483.0,8.0,4.0
E01004530,Wandsworth,18736,6,3203,7,"6,768",4,15342,6,13998,6,19125,6,18745,8,3148,7,8298,5,22552,6,30030,9,Wandsworth 035F,E09000032,Wandsworth,18736.0,6.0,3203.0,7.0,4.0
E01004531,Wandsworth,10579,4,1763,4,"6,045",4,7130,3,7721,3,12229,4,16122,7,3022,7,3332,1,10749,2,25986,7,Wandsworth 033A,E09000032,Wandsworth,10579.0,4.0,1763.0,4.0,2.0
E01004532,Wandsworth,17810,6,3049,7,"7,800",5,9729,4,12163,5,15702,5,21080,9,3671,8,10773,6,20415,5,27703,8,Wandsworth 032A,E09000032,Wandsworth,17810.0,6.0,3049.0,7.0,4.0
E01004533,Wandsworth,9564,3,1536,4,"4,743",3,9726,4,7773,3,8684,2,9258,4,3140,7,6086,3,15238,3,17177,4,Wandsworth 033B,E09000032,Wandsworth,9564.0,3.0,1536.0,4.0,2.0
E01004534,Wandsworth,20468,7,3466,8,"14,125",7,21394,8,24658,9,29741,10,2636,1,4458,10,3763,2,26008,7,31900,10,Wandsworth 008A,E09000032,Wandsworth,20468.0,7.0,3466.0,8.0,4.0
E01004535,Wandsworth,4970,2,415,1,"2,498",2,2724,1,2986,1,4895,1,9457,4,1472,4,12919,7,6581,1,14572,3,Wandsworth 007A,E09000032,Wandsworth,4970.0,2.0,415.0,1.0,1.0
E01004536,Wandsworth,11674,4,1982,5,"2,307",2,3724,1,11491,5,17489,6,16520,7,2380,5,1133,1,14290,3,23123,6,Wandsworth 008B,E09000032,Wandsworth,11674.0,4.0,1982.0,5.0,3.0
E01004537,Wandsworth,6489,2,776,2,"1,782",2,2216,1,4805,2,8270,2,5180,2,944,2,10408,6,10694,2,18401,5,Wandsworth 007B,E09000032,Wandsworth,6489.0,2.0,776.0,2.0,1.0
E01004538,Wandsworth,10702,4,1785,4,"1,426",1,5595,2,7367,3,12349,4,11742,5,1709,4,11036,6,19210,5,15153,3,Wandsworth 007C,E09000032,Wandsworth,10702.0,4.0,1785.0,4.0,2.0
E01004539,Wandsworth,6208,2,702,2,"2,171",2,3233,1,3838,1,6111,1,8036,3,1338,3,10677,6,12132,2,17144,4,Wandsworth 003A,E09000032,Wandsworth,6208.0,2.0,702.0,2.0,1.0
E01004540,Wandsworth,9942,4,1630,4,"2,407",2,7395,3,8140,3,9605,3,7185,3,2210,5,6586,3,14922,3,26305,8,Wandsworth 003B,E09000032,Wandsworth,9942.0,4.0,1630.0,4.0,2.0
E01004541,Wandsworth,4700,2,356,1,"2,676",2,2238,1,3415,1,4990,1,3914,2,1868,4,11867,7,6814,1,13040,3,Wandsworth 007D,E09000032,Wandsworth,4700.0,2.0,356.0,1.0,1.0
E01004542,Wandsworth,28352,9,4478,10,"20,129",9,25639,9,26525,9,29682,9,19235,8,4408,10,10475,6,27784,8,32225,10,Wandsworth 021D,E09000032,Wandsworth,28352.0,9.0,4478.0,10.0,5.0
E01004543,Wandsworth,27182,9,4327,9,"25,270",10,23185,9,26608,9,30109,10,16404,7,4024,9,9471,5,27316,8,32827,10,Wandsworth 027A,E09000032,Wandsworth,27182.0,9.0,4327.0,9.0,5.0
E01004544,Wandsworth,22063,7,3681,8,"12,579",7,25117,9,21169,8,26164,8,7014,3,4369,10,7275,4,23635,7,32715,10,Wandsworth 021E,E09000032,Wandsworth,22063.0,7.0,3681.0,8.0,4.0
E01004545,Wandsworth,23829,8,3891,9,"18,510",8,23882,9,28935,10,30680,10,11447,5,3477,8,4069,2,27894,8,30342,9,Wandsworth 027B,E09000032,Wandsworth,23829.0,8.0,3891.0,9.0,5.0
E01004546,Wandsworth,28753,9,4530,10,"12,384",7,27866,9,27321,9,28836,9,21736,9,4572,10,12451,7,24672,7,30326,9,Wandsworth 027C,E09000032,Wandsworth,28753.0,9.0,4530.0,10.0,5.0
E01004547,Wandsworth,14054,5,2422,6,"12,012",7,16186,7,11970,5,9731,3,13408,6,3095,7,13024,7,17573,4,26413,8,Wandsworth 029C,E09000032,Wandsworth,14054.0,5.0,2422.0,6.0,3.0
E01004548,Wandsworth,16560,6,2850,6,"7,564",5,9860,4,15021,6,20576,7,14336,6,2832,6,5623,3,16228,4,26594,8,Wandsworth 029D,E09000032,Wandsworth,16560.0,6.0,2850.0,6.0,3.0
E01004549,Wandsworth,14976,5,2577,6,"6,471",4,27267,9,16947,7,15212,5,12796,6,3376,7,8702,5,8891,1,24150,7,Wandsworth 027D,E09000032,Wandsworth,14976.0,5.0,2577.0,6.0,3.0
E01004550,Wandsworth,20846,7,3521,8,"12,992",7,11819,5,14660,6,27298,9,14061,6,3342,7,15020,8,17976,4,28388,8,Wandsworth 017D,E09000032,Wandsworth,20846.0,7.0,3521.0,8.0,4.0
E01004551,Wandsworth,16564,6,2852,6,"5,073",4,18569,7,20871,8,24355,8,4911,2,2956,7,2936,1,20999,6,26743,8,Wandsworth 012E,E09000032,Wandsworth,16564.0,6.0,2852.0,6.0,3.0
E01004552,Wandsworth,23714,8,3881,9,"11,227",6,32123,10,31050,10,32398,10,8232,3,4195,9,5444,3,27242,8,19596,5,Wandsworth 008C,E09000032,Wandsworth,23714.0,8.0,3881.0,9.0,5.0
E01004553,Wandsworth,23022,8,3798,8,"8,061",5,23051,9,22879,9,27826,9,8794,4,3768,8,10087,6,22268,6,31187,10,Wandsworth 015A,E09000032,Wandsworth,23022.0,8.0,3798.0,8.0,4.0
E01004554,Wandsworth,28864,9,4544,10,"19,687",9,30578,10,31448,10,32565,10,12975,6,4763,10,6103,3,29968,9,32820,10,Wandsworth 009A,E09000032,Wandsworth,28864.0,9.0,4544.0,10.0,5.0
E01004555,Wandsworth,30653,10,4726,10,"21,286",9,32274,10,32188,10,32258,10,23251,9,4775,10,6645,3,31566,10,32819,10,Wandsworth 017E,E09000032,Wandsworth,30653.0,10.0,4726.0,10.0,5.0
E01004556,Wandsworth,30796,10,4739,10,"16,583",8,31797,10,30276,10,32426,10,25410,10,4817,10,7211,4,30484,9,32786,10,Wandsworth 009B,E09000032,Wandsworth,30796.0,10.0,4739.0,10.0,5.0
E01004557,Wandsworth,26658,9,4262,9,"13,136",7,26863,9,24681,9,25773,8,25900,10,4387,10,7596,4,26198,8,31954,10,Wandsworth 015B,E09000032,Wandsworth,26658.0,9.0,4262.0,9.0,5.0
E01004558,Wandsworth,29652,10,4630,10,"12,192",7,28827,10,25294,9,29661,9,20682,9,4701,10,12609,7,31153,10,32038,10,Wandsworth 015C,E09000032,Wandsworth,29652.0,10.0,4630.0,10.0,5.0
E01004559,Wandsworth,27575,9,4379,10,"13,808",7,26015,9,26612,9,31010,10,19142,8,4342,9,6473,3,29415,9,32816,10,Wandsworth 015D,E09000032,Wandsworth,27575.0,9.0,4379.0,10.0,5.0
E01004560,Wandsworth,16606,6,2859,6,"15,728",8,13878,6,20112,8,27642,9,4050,2,3432,8,1393,1,25077,7,29228,9,Wandsworth 001A,E09000032,Wandsworth,16606.0,6.0,2859.0,6.0,3.0
E01004562,Wandsworth,8087,3,1179,3,"3,719",3,2896,1,5789,2,10182,3,13812,6,1773,4,2294,1,16916,4,17247,4,Wandsworth 002B,E09000032,Wandsworth,8087.0,3.0,1179.0,3.0,2.0
E01004563,Wandsworth,7775,3,1101,3,"4,412",3,6364,3,9272,4,13645,4,8910,4,1261,3,59,1,17155,4,23419,7,Wandsworth 002C,E09000032,Wandsworth,7775.0,3.0,1101.0,3.0,2.0
E01004564,Wandsworth,15699,5,2709,6,"10,354",6,7137,3,15247,6,17250,6,15942,7,2891,6,7678,4,12421,2,24241,7,Wandsworth 002D,E09000032,Wandsworth,15699.0,5.0,2709.0,6.0,3.0
E01004565,Wandsworth,15043,5,2587,6,"8,545",5,7665,3,13789,6,16518,5,11530,5,3674,8,6457,3,16157,4,19997,5,Wandsworth 005A,E09000032,Wandsworth,15043.0,5.0,2587.0,6.0,3.0
E01004566,Wandsworth,22476,7,3731,8,"11,639",6,22708,8,24291,9,31569,10,7775,3,4137,9,3977,2,27273,8,28204,8,Wandsworth 001B,E09000032,Wandsworth,22476.0,7.0,3731.0,8.0,4.0
E01004567,Wandsworth,7246,3,959,2,"1,368",1,2503,1,4008,1,7483,2,18081,8,1164,3,16194,9,9949,2,15474,3,Wandsworth 002E,E09000032,Wandsworth,7246.0,3.0,959.0,2.0,1.0
E01004568,Wandsworth,11579,4,1963,5,"4,990",4,2114,1,8833,4,15427,5,10278,5,2195,5,16385,9,14136,3,11522,2,Wandsworth 013A,E09000032,Wandsworth,11579.0,4.0,1963.0,5.0,3.0
E01004569,Wandsworth,10975,4,1835,4,"6,842",4,5024,2,8984,4,11890,4,7447,3,2583,6,12543,7,13290,3,17516,4,Wandsworth 023A,E09000032,Wandsworth,10975.0,4.0,1835.0,4.0,2.0
E01004570,Wandsworth,6433,2,762,2,"2,353",2,1940,1,4014,1,7301,2,13219,6,2024,5,17904,9,6255,1,9872,2,Wandsworth 023B,E09000032,Wandsworth,6433.0,2.0,762.0,2.0,1.0
E01004571,Wandsworth,11003,4,1843,4,"2,234",2,5201,2,7520,3,13346,4,8993,4,2288,5,12521,7,17179,4,14806,3,Wandsworth 023C,E09000032,Wandsworth,11003.0,4.0,1843.0,4.0,2.0
E01004572,Wandsworth,12072,4,2056,5,"13,160",7,7726,3,11228,5,14195,5,3057,1,1670,4,14130,8,21091,6,23140,6,Wandsworth 016A,E09000032,Wandsworth,12072.0,4.0,2056.0,5.0,3.0
E01004573,Wandsworth,9403,3,1498,4,"8,705",5,11079,5,11518,5,12650,4,10305,5,469,1,5677,3,15572,4,16549,4,Wandsworth 023D,E09000032,Wandsworth,9403.0,3.0,1498.0,4.0,2.0
E01004574,Wandsworth,5928,2,628,2,"2,150",2,2338,1,2967,1,6969,2,15782,7,1828,4,18722,10,7346,1,8648,1,Wandsworth 013B,E09000032,Wandsworth,5928.0,2.0,628.0,2.0,1.0
E01004575,Wandsworth,8305,3,1233,3,"4,222",3,4484,2,6003,2,8976,3,15256,7,1037,3,10580,6,10852,2,18974,5,Wandsworth 013C,E09000032,Wandsworth,8305.0,3.0,1233.0,3.0,2.0
E01004576,Wandsworth,9829,3,1603,4,"6,795",4,7846,3,8070,3,9305,3,17216,8,1135,3,15213,8,12410,2,16529,4,Wandsworth 013D,E09000032,Wandsworth,9829.0,3.0,1603.0,4.0,2.0
E01004577,Wandsworth,19652,6,3344,7,"10,061",6,17555,7,19505,8,28149,9,13252,6,3223,7,3474,2,19618,5,30587,9,Wandsworth 003C,E09000032,Wandsworth,19652.0,6.0,3344.0,7.0,4.0
E01004579,Wandsworth,15348,5,2638,6,"9,451",6,16366,7,14403,6,16820,6,10205,4,3374,7,3341,2,20294,5,29901,9,Wandsworth 004B,E09000032,Wandsworth,15348.0,5.0,2638.0,6.0,3.0
E01004580,Wandsworth,15480,5,2661,6,"5,704",4,11092,5,15416,6,24605,8,8291,4,2638,6,4753,2,11318,2,31070,10,Wandsworth 004C,E09000032,Wandsworth,15480.0,5.0,2661.0,6.0,3.0
E01004581,Wandsworth,18520,6,3175,7,"9,492",6,6966,3,14197,6,21595,7,21312,9,2974,7,5953,3,23169,6,26031,7,Wandsworth 004D,E09000032,Wandsworth,18520.0,6.0,3175.0,7.0,4.0
E01004582,Wandsworth,25733,8,4137,9,"18,207",8,20781,8,23011,9,27437,9,26318,10,3735,8,6424,3,32388,10,29172,9,Wandsworth 001C,E09000032,Wandsworth,25733.0,8.0,4137.0,9.0,5.0
E01004583,Wandsworth,21872,7,3654,8,"13,496",7,16978,7,18389,7,26028,8,15167,7,3475,8,9340,5,21126,6,30723,9,Wandsworth 001D,E09000032,Wandsworth,21872.0,7.0,3654.0,8.0,4.0
E01004584,Wandsworth,7042,3,905,2,"1,653",2,2822,1,3117,1,7195,2,23327,9,1329,3,13205,7,11537,2,15611,3,Wandsworth 003D,E09000032,Wandsworth,7042.0,3.0,905.0,2.0,1.0
E01004585,Wandsworth,24327,8,3960,9,"14,108",7,21742,8,26313,9,30489,10,15289,7,4107,9,6277,3,19069,5,30100,9,Wandsworth 008D,E09000032,Wandsworth,24327.0,8.0,3960.0,9.0,5.0
E01004586,Wandsworth,24309,8,3957,9,"9,785",6,21244,8,25179,9,29307,9,18987,8,4133,9,3932,2,25354,7,30011,9,Wandsworth 009C,E09000032,Wandsworth,24309.0,8.0,3957.0,9.0,5.0
E01004587,Wandsworth,26459,9,4236,9,"11,707",6,30249,10,28689,10,29789,10,18649,8,4699,10,3717,2,25962,7,31239,10,Wandsworth 009D,E09000032,Wandsworth,26459.0,9.0,4236.0,9.0,5.0
E01004588,Wandsworth,21164,7,3564,8,"14,515",7,29383,10,29559,10,29473,9,5686,2,3899,9,2740,1,23131,6,30999,9,Wandsworth 008E,E09000032,Wandsworth,21164.0,7.0,3564.0,8.0,4.0
E01004589,Wandsworth,27504,9,4367,10,"17,786",8,30400,10,31103,10,32044,10,18868,8,4607,10,3496,2,27681,8,32461,10,Wandsworth 009E,E09000032,Wandsworth,27504.0,9.0,4367.0,10.0,5.0
E01004590,Wandsworth,10520,4,1751,4,"7,478",5,7459,3,8312,3,8324,2,10273,5,3158,7,5866,3,16442,4,25048,7,Wandsworth 005B,E09000032,Wandsworth,10520.0,4.0,1751.0,4.0,2.0
E01004591,Wandsworth,15550,5,2677,6,"5,734",4,6601,3,13156,6,15779,5,12459,6,3147,7,8079,4,16360,4,27370,8,Wandsworth 005C,E09000032,Wandsworth,15550.0,5.0,2677.0,6.0,3.0
E01004592,Wandsworth,10399,4,1730,4,"7,993",5,7272,3,8683,4,8907,3,11519,5,3515,8,5674,3,13376,3,19932,5,Wandsworth 005D,E09000032,Wandsworth,10399.0,4.0,1730.0,4.0,2.0
E01004593,Wandsworth,26376,9,4224,9,"13,857",7,20084,8,21578,8,28020,9,19717,8,4117,9,12153,7,26074,7,32125,10,Wandsworth 025A,E09000032,Wandsworth,26376.0,9.0,4224.0,9.0,5.0
E01004594,Wandsworth,30272,10,4691,10,"20,904",9,31881,10,31215,10,32226,10,21946,9,4755,10,7040,4,30258,9,32698,10,Wandsworth 020D,E09000032,Wandsworth,30272.0,10.0,4691.0,10.0,5.0
E01004595,Wandsworth,26770,9,4279,9,"13,987",7,23329,9,26075,9,30873,10,18036,8,4341,9,8821,5,27193,8,25370,7,Wandsworth 025B,E09000032,Wandsworth,26770.0,9.0,4279.0,9.0,5.0
E01004596,Wandsworth,29297,9,4585,10,"21,855",9,30786,10,31038,10,31325,10,23699,10,4704,10,5618,3,27711,8,32723,10,Wandsworth 020E,E09000032,Wandsworth,29297.0,9.0,4585.0,10.0,5.0
E01004597,Wandsworth,22210,7,3700,8,"5,458",4,24471,9,17539,7,19466,6,19033,8,4392,10,10672,6,21753,6,32269,10,Wandsworth 025C,E09000032,Wandsworth,22210.0,7.0,3700.0,8.0,4.0
E01004598,Wandsworth,26755,9,4276,9,"17,119",8,26980,9,27977,10,30529,10,16275,7,4727,10,5744,3,23393,6,30195,9,Wandsworth 025D,E09000032,Wandsworth,26755.0,9.0,4276.0,9.0,5.0
E01004599,Wandsworth,31858,10,4806,10,"26,024",10,30625,10,30871,10,32206,10,29395,10,4809,10,11471,7,29613,9,32503,10,Wandsworth 025E,E09000032,Wandsworth,31858.0,10.0,4806.0,10.0,5.0
E01004600,Wandsworth,9097,3,1430,3,"2,230",2,2756,1,5796,2,9796,3,13018,6,952,2,10701,6,18853,5,19413,5,Wandsworth 018C,E09000032,Wandsworth,9097.0,3.0,1430.0,3.0,2.0
E01004601,Wandsworth,14917,5,2564,6,"5,346",4,14886,6,13116,6,20665,7,4397,2,2777,6,6766,4,19834,5,28629,8,Wandsworth 018D,E09000032,Wandsworth,14917.0,5.0,2564.0,6.0,3.0
E01004602,Wandsworth,25029,8,4041,9,"17,895",8,28159,10,30850,10,32570,10,11048,5,4328,9,2844,1,28143,8,31774,10,Wandsworth 010C,E09000032,Wandsworth,25029.0,8.0,4041.0,9.0,5.0
E01004604,Wandsworth,27298,9,4343,9,"30,453",10,32356,10,32578,10,32223,10,13346,6,4448,10,3811,2,31341,10,32823,10,Wandsworth 006A,E09000032,Wandsworth,27298.0,9.0,4343.0,9.0,5.0
E01004605,Wandsworth,21436,7,3599,8,"12,804",7,17424,7,16528,7,18719,6,20808,9,3499,8,11265,7,27244,8,30533,9,Wandsworth 006B,E09000032,Wandsworth,21436.0,7.0,3599.0,8.0,4.0
E01004606,Wandsworth,29425,9,4601,10,"20,933",9,31979,10,32349,10,32676,10,25157,10,4610,10,4789,2,28698,9,32114,10,Wandsworth 006C,E09000032,Wandsworth,29425.0,9.0,4601.0,10.0,5.0
E01004607,Wandsworth,28435,9,4489,10,"21,552",9,32100,10,31137,10,31758,10,17220,8,4068,9,6690,3,32043,10,32571,10,Wandsworth 006D,E09000032,Wandsworth,28435.0,9.0,4489.0,10.0,5.0
E01004608,Wandsworth,18238,6,3123,7,"7,310",5,13194,6,16638,7,23496,8,6726,3,3469,8,9898,6,20057,5,24412,7,Wandsworth 006E,E09000032,Wandsworth,18238.0,6.0,3123.0,7.0,4.0
E01004609,Wandsworth,23061,8,3804,8,"16,335",8,29814,10,30978,10,32298,10,10396,5,3253,7,2602,1,25407,7,32796,10,Wandsworth 010E,E09000032,Wandsworth,23061.0,8.0,3804.0,8.0,4.0
E01004610,Wandsworth,14415,5,2474,6,"6,918",5,20483,8,16033,7,20527,7,2074,1,2691,6,5760,3,23157,6,27178,8,Wandsworth 033C,E09000032,Wandsworth,14415.0,5.0,2474.0,6.0,3.0
E01004611,Wandsworth,18072,6,3096,7,"12,582",7,21816,8,17617,7,22774,8,10598,5,3607,8,3857,2,23079,6,25227,7,Wandsworth 032B,E09000032,Wandsworth,18072.0,6.0,3096.0,7.0,4.0
E01004612,Wandsworth,13529,5,2336,5,"6,272",4,9339,4,9773,4,15952,5,10678,5,2541,6,6246,3,18869,5,27689,8,Wandsworth 032C,E09000032,Wandsworth,13529.0,5.0,2336.0,5.0,3.0
E01004613,Wandsworth,6866,3,861,2,"2,805",2,1981,1,5454,2,13923,4,3119,1,1661,4,1537,1,16710,4,16859,4,Wandsworth 033D,E09000032,Wandsworth,6866.0,3.0,861.0,2.0,1.0
E01004614,Wandsworth,16536,6,2846,6,"5,101",4,9924,4,12843,5,18315,6,25228,10,2660,6,11175,6,16802,4,18167,4,Wandsworth 034A,E09000032,Wandsworth,16536.0,6.0,2846.0,6.0,3.0
E01004615,Wandsworth,5177,2,453,1,"1,637",2,3618,1,3832,1,5662,1,6151,2,1577,4,11043,6,7248,1,12306,2,Wandsworth 034B,E09000032,Wandsworth,5177.0,2.0,453.0,1.0,1.0
E01004616,Wandsworth,17793,6,3048,7,"6,972",5,11378,5,16876,7,24444,8,10687,5,2057,5,9669,6,21542,6,21263,6,Wandsworth 034C,E09000032,Wandsworth,17793.0,6.0,3048.0,7.0,4.0
E01004617,Wandsworth,12245,4,2099,5,"8,131",5,5298,2,10865,5,17269,6,14586,7,1629,4,14362,8,8532,1,16930,4,Wandsworth 034D,E09000032,Wandsworth,12245.0,4.0,2099.0,5.0,3.0
E01004618,Wandsworth,20722,7,3501,8,"15,407",8,30805,10,25933,9,30138,10,1140,1,4333,9,7111,4,28835,9,31073,10,Wandsworth 032D,E09000032,Wandsworth,20722.0,7.0,3501.0,8.0,4.0
E01004619,Wandsworth,20376,7,3451,8,"23,337",9,29626,10,28248,10,29853,10,2376,1,3677,8,3580,2,30087,9,31491,10,Wandsworth 015E,E09000032,Wandsworth,20376.0,7.0,3451.0,8.0,4.0
E01004620,Wandsworth,20379,7,3452,8,"11,649",6,23825,9,20599,8,21652,7,17309,8,3997,9,3885,2,21379,6,30022,9,Wandsworth 019C,E09000032,Wandsworth,20379.0,7.0,3452.0,8.0,4.0
E01004621,Wandsworth,17769,6,3041,7,"12,123",7,17701,7,18550,7,24145,8,8331,4,2178,5,4172,2,27095,8,28815,9,Wandsworth 019D,E09000032,Wandsworth,17769.0,6.0,3041.0,7.0,4.0
E01004622,Wandsworth,13491,5,2325,5,"14,122",7,6903,3,15587,7,21323,7,12508,6,728,2,7720,4,20480,5,13927,3,Wandsworth 024D,E09000032,Wandsworth,13491.0,5.0,2325.0,5.0,3.0
E01004623,Wandsworth,25996,8,4172,9,"11,787",6,24422,9,21745,8,26243,9,18910,8,4094,9,14134,8,24739,7,31661,10,Wandsworth 019E,E09000032,Wandsworth,25996.0,8.0,4172.0,9.0,5.0
E01004624,Wandsworth,14815,5,2549,6,"11,167",6,14059,6,14939,6,17019,6,5496,2,2300,5,11561,7,18608,5,23329,7,Wandsworth 024E,E09000032,Wandsworth,14815.0,5.0,2549.0,6.0,3.0
E01004625,Wandsworth,27625,9,4389,10,"31,577",10,31967,10,32656,10,32552,10,11088,5,3729,8,7878,4,31654,10,32247,10,Wandsworth 027E,E09000032,Wandsworth,27625.0,9.0,4389.0,10.0,5.0
E01004626,Wandsworth,19942,7,3392,8,"15,504",8,29444,10,25010,9,21835,7,11305,5,3367,7,8592,5,12046,2,32521,10,Wandsworth 027F,E09000032,Wandsworth,19942.0,7.0,3392.0,8.0,4.0
E01004627,Wandsworth,24322,8,3959,9,"13,286",7,25122,9,22114,8,23208,8,22729,9,3837,8,7336,4,28978,9,31605,10,Wandsworth 019F,E09000032,Wandsworth,24322.0,8.0,3959.0,9.0,5.0
E01004628,Wandsworth,11763,4,2002,5,"9,218",5,13359,6,13830,6,12949,4,26755,10,1241,3,14156,8,3664,1,26946,8,Wandsworth 022A,E09000032,Wandsworth,11763.0,4.0,2002.0,5.0,3.0
E01004629,Wandsworth,26152,8,4195,9,"19,704",9,28065,10,24109,9,27096,9,15759,7,3541,8,12331,7,30514,9,31994,10,Wandsworth 020F,E09000032,Wandsworth,26152.0,8.0,4195.0,9.0,5.0
E01004630,Wandsworth,8066,3,1174,3,"3,070",3,5050,2,4790,2,7091,2,13294,6,1845,4,16672,9,12897,3,14709,3,Wandsworth 022B,E09000032,Wandsworth,8066.0,3.0,1174.0,3.0,2.0
E01004631,Wandsworth,13693,5,2361,5,"4,155",3,8580,4,10214,4,15514,5,14073,6,2948,7,9761,6,12830,3,23020,6,Wandsworth 022C,E09000032,Wandsworth,13693.0,5.0,2361.0,5.0,3.0
E01004632,Wandsworth,26566,9,4249,9,"18,896",8,16148,7,19745,8,28224,9,22877,9,4063,9,12755,7,28730,9,31171,10,Wandsworth 028A,E09000032,Wandsworth,26566.0,9.0,4249.0,9.0,5.0
E01004633,Wandsworth,10006,4,1646,4,"2,183",2,2688,1,4065,1,9823,3,23007,9,1994,5,15906,9,18251,5,17472,4,Wandsworth 022D,E09000032,Wandsworth,10006.0,4.0,1646.0,4.0,2.0
E01004634,Wandsworth,21202,7,3569,8,"13,787",7,13391,6,16275,7,20753,7,19796,8,3277,7,12548,7,24202,7,28678,8,Wandsworth 028B,E09000032,Wandsworth,21202.0,7.0,3569.0,8.0,4.0
E01004635,Wandsworth,20830,7,3518,8,"12,680",7,17914,7,17202,7,18414,6,20367,9,3448,8,15562,9,27732,8,19847,5,Wandsworth 028C,E09000032,Wandsworth,20830.0,7.0,3518.0,8.0,4.0
E01004636,Wandsworth,18240,6,3124,7,"11,757",6,10983,5,12676,5,17265,6,20513,9,3311,7,14635,8,21301,6,22856,6,Wandsworth 028D,E09000032,Wandsworth,18240.0,6.0,3124.0,7.0,4.0
E01004637,Wandsworth,19001,6,3237,7,"12,347",7,10116,4,12567,5,14903,5,27927,10,2758,6,17425,9,24046,7,29060,9,Wandsworth 028E,E09000032,Wandsworth,19001.0,6.0,3237.0,7.0,4.0
