LSOA code (2011),la19nm,england_imd_rank,england_imd_decile,london_imd_rank,london_imd_decile,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) rank - England,Index of Multiple Deprivation (IMD) decile - England,Index of Multiple Deprivation (IMD) rank rebased for London,Index of Multiple Deprivation (IMD) decile rebased for London,Index of Multiple Deprivation (IMD) quintile rebased for London
E01001924,Hammersmith and Fulham,25569,8,4116,9,"15,141",8,30890,10,30285,10,32537,10,9030,4,4079,9,4468,2,31473,10,31911,10,Hammersmith and Fulham 020E,E09000013,Hammersmith and Fulham,25569.0,8.0,4116.0,9.0,5.0
E01001925,Hammersmith and Fulham,25768,8,4139,9,"21,491",9,29296,10,26856,9,28351,9,14454,6,4303,9,5510,3,29992,9,31606,10,Hammersmith and Fulham 025A,E09000013,Hammersmith and Fulham,25768.0,8.0,4139.0,9.0,5.0
E01001926,Hammersmith and Fulham,28809,9,4538,10,"21,261",9,31554,10,30145,10,31356,10,16141,7,4609,10,7444,4,29056,9,32594,10,Hammersmith and Fulham 024C,E09000013,Hammersmith and Fulham,28809.0,9.0,4538.0,10.0,5.0
E01001927,Hammersmith and Fulham,25171,8,4062,9,"21,687",9,30440,10,27922,10,27500,9,13697,6,3979,9,5894,3,27685,8,32748,10,Hammersmith and Fulham 008C,E09000013,Hammersmith and Fulham,25171.0,8.0,4062.0,9.0,5.0
E01001928,Hammersmith and Fulham,13864,5,2390,5,"4,711",3,18127,7,12469,5,14552,5,6446,3,3394,8,5878,3,16599,4,31619,10,Hammersmith and Fulham 011A,E09000013,Hammersmith and Fulham,13864.0,5.0,2390.0,5.0,3.0
E01001929,Hammersmith and Fulham,21853,7,3650,8,"17,571",8,23159,9,21448,8,25529,8,12385,6,4389,10,5223,3,23269,6,26784,8,Hammersmith and Fulham 009D,E09000013,Hammersmith and Fulham,21853.0,7.0,3650.0,8.0,4.0
E01001930,Hammersmith and Fulham,7537,3,1034,3,"10,522",6,14792,6,9763,4,7386,2,7257,3,3007,7,1260,1,6514,1,30148,9,Hammersmith and Fulham 008D,E09000013,Hammersmith and Fulham,7537.0,3.0,1034.0,3.0,2.0
E01001931,Hammersmith and Fulham,15702,5,2710,6,"2,126",2,20431,8,16599,7,22220,7,12932,6,2564,6,3357,2,13540,3,27894,8,Hammersmith and Fulham 011B,E09000013,Hammersmith and Fulham,15702.0,5.0,2710.0,6.0,3.0
E01001932,Hammersmith and Fulham,10242,4,1686,4,"10,550",6,9316,4,12787,5,14393,5,3276,1,1172,3,3298,1,15791,4,30210,9,Hammersmith and Fulham 011C,E09000013,Hammersmith and Fulham,10242.0,4.0,1686.0,4.0,2.0
E01001933,Hammersmith and Fulham,13652,5,2355,5,"17,459",8,13175,6,13348,6,13076,4,6676,3,2943,7,5663,3,24219,7,24279,7,Hammersmith and Fulham 011D,E09000013,Hammersmith and Fulham,13652.0,5.0,2355.0,5.0,3.0
E01001934,Hammersmith and Fulham,11507,4,1946,5,"9,206",5,1705,1,5218,2,9819,3,25768,10,2032,5,18371,9,20328,5,19836,5,Hammersmith and Fulham 025B,E09000013,Hammersmith and Fulham,11507.0,4.0,1946.0,5.0,3.0
E01001935,Hammersmith and Fulham,17011,6,2934,7,"9,877",6,14700,6,14641,6,15853,5,9487,4,3751,8,10341,6,19401,5,27674,8,Hammersmith and Fulham 023A,E09000013,Hammersmith and Fulham,17011.0,6.0,2934.0,7.0,4.0
E01001937,Hammersmith and Fulham,20728,7,3502,8,"18,049",8,29674,10,23690,9,24653,8,7109,3,4189,9,4571,2,25952,7,26469,8,Hammersmith and Fulham 025C,E09000013,Hammersmith and Fulham,20728.0,7.0,3502.0,8.0,4.0
E01001938,Hammersmith and Fulham,9309,3,1472,4,"4,058",3,3649,1,5423,2,10105,3,9013,4,3250,7,4614,2,18739,5,19816,5,Hammersmith and Fulham 025D,E09000013,Hammersmith and Fulham,9309.0,3.0,1472.0,4.0,2.0
E01001939,Hammersmith and Fulham,13510,5,2334,5,"7,838",5,3929,1,8930,4,13616,4,16419,7,2682,6,10727,6,22088,6,17490,4,Hammersmith and Fulham 023C,E09000013,Hammersmith and Fulham,13510.0,5.0,2334.0,5.0,3.0
E01001940,Hammersmith and Fulham,5966,2,635,2,"1,063",1,2848,1,5247,2,7710,2,3145,1,1383,3,7888,4,8269,1,18852,5,Hammersmith and Fulham 005B,E09000013,Hammersmith and Fulham,5966.0,2.0,635.0,2.0,1.0
E01001941,Hammersmith and Fulham,7925,3,1134,3,"1,393",1,9068,4,10058,4,8011,2,4838,2,2099,5,3879,2,7460,1,26531,8,Hammersmith and Fulham 005C,E09000013,Hammersmith and Fulham,7925.0,3.0,1134.0,3.0,2.0
E01001942,Hammersmith and Fulham,11283,4,1901,4,"4,156",3,13773,6,11226,5,11017,3,6450,3,3024,7,6280,3,12375,2,26267,8,Hammersmith and Fulham 005D,E09000013,Hammersmith and Fulham,11283.0,4.0,1901.0,4.0,2.0
E01001943,Hammersmith and Fulham,6650,3,811,2,"4,177",3,6567,3,9442,4,9741,3,1401,1,1360,3,2035,1,10684,2,26495,8,Hammersmith and Fulham 004A,E09000013,Hammersmith and Fulham,6650.0,3.0,811.0,2.0,1.0
E01001944,Hammersmith and Fulham,3478,2,140,1,"1,171",1,3745,1,2074,1,1823,1,19930,9,714,2,11055,6,7667,1,17460,4,Hammersmith and Fulham 004B,E09000013,Hammersmith and Fulham,3478.0,2.0,140.0,1.0,1.0
E01001945,Hammersmith and Fulham,10706,4,1787,4,"5,887",4,9725,4,9040,4,10299,3,5382,2,3382,7,5448,3,14324,3,29364,9,Hammersmith and Fulham 004C,E09000013,Hammersmith and Fulham,10706.0,4.0,1787.0,4.0,2.0
E01001946,Hammersmith and Fulham,12811,4,2207,5,"5,965",4,9377,4,9263,4,9947,3,29429,10,2612,6,15104,8,11125,2,22106,6,Hammersmith and Fulham 004D,E09000013,Hammersmith and Fulham,12811.0,4.0,2207.0,5.0,3.0
E01001947,Hammersmith and Fulham,5002,2,421,1,"2,364",2,2697,1,2839,1,4119,1,10990,5,2169,5,10909,6,7150,1,14528,3,Hammersmith and Fulham 021A,E09000013,Hammersmith and Fulham,5002.0,2.0,421.0,1.0,1.0
E01001948,Hammersmith and Fulham,19353,6,3298,7,"16,300",8,19283,8,18820,8,21288,7,15397,7,3700,8,3200,1,25521,7,29308,9,Hammersmith and Fulham 021B,E09000013,Hammersmith and Fulham,19353.0,6.0,3298.0,7.0,4.0
E01001949,Hammersmith and Fulham,27040,9,4310,9,"16,354",8,28179,10,28472,10,31581,10,15764,7,4201,9,7022,4,27741,8,29897,9,Hammersmith and Fulham 021C,E09000013,Hammersmith and Fulham,27040.0,9.0,4310.0,9.0,5.0
E01001950,Hammersmith and Fulham,24876,8,4024,9,"15,692",8,31409,10,29803,10,31428,10,8444,4,4365,10,5193,3,25914,7,29924,9,Hammersmith and Fulham 021D,E09000013,Hammersmith and Fulham,24876.0,8.0,4024.0,9.0,5.0
E01001951,Hammersmith and Fulham,16651,6,2868,6,"9,446",6,16457,7,18061,7,21582,7,7403,3,3803,8,2524,1,19796,5,28877,9,Hammersmith and Fulham 021E,E09000013,Hammersmith and Fulham,16651.0,6.0,2868.0,6.0,3.0
E01001952,Hammersmith and Fulham,18223,6,3121,7,"8,593",5,15427,6,18403,7,21533,7,18562,8,3738,8,5287,3,14625,3,22667,6,Hammersmith and Fulham 024D,E09000013,Hammersmith and Fulham,18223.0,6.0,3121.0,7.0,4.0
E01001953,Hammersmith and Fulham,12704,4,2187,5,"3,991",3,5841,2,10970,5,17003,6,9411,4,3137,7,6903,4,11228,2,20388,5,Hammersmith and Fulham 021F,E09000013,Hammersmith and Fulham,12704.0,4.0,2187.0,5.0,3.0
E01001954,Hammersmith and Fulham,9370,3,1486,4,"3,773",3,4935,2,6716,3,10070,3,6315,3,3270,7,7898,4,10309,2,23621,7,Hammersmith and Fulham 003A,E09000013,Hammersmith and Fulham,9370.0,3.0,1486.0,4.0,2.0
E01001955,Hammersmith and Fulham,4877,2,394,1,"1,792",2,4143,2,3289,1,5151,1,2978,1,2180,5,7970,4,11254,2,13481,3,Hammersmith and Fulham 002A,E09000013,Hammersmith and Fulham,4877.0,2.0,394.0,1.0,1.0
E01001956,Hammersmith and Fulham,9420,3,1502,4,"9,530",6,8825,4,7491,3,7072,2,6852,3,3296,7,5840,3,17581,4,24355,7,Hammersmith and Fulham 003B,E09000013,Hammersmith and Fulham,9420.0,3.0,1502.0,4.0,2.0
E01001957,Hammersmith and Fulham,4637,2,339,1,"1,246",1,2886,1,2242,1,3750,1,15569,7,1511,4,13055,7,10982,2,9739,2,Hammersmith and Fulham 002B,E09000013,Hammersmith and Fulham,4637.0,2.0,339.0,1.0,1.0
E01001958,Hammersmith and Fulham,4675,2,349,1,"1,267",1,2752,1,1836,1,3547,1,18536,8,1597,4,12723,7,11799,2,11885,2,Hammersmith and Fulham 002C,E09000013,Hammersmith and Fulham,4675.0,2.0,349.0,1.0,1.0
E01001959,Hammersmith and Fulham,4238,2,255,1,"4,668",3,3366,1,4074,1,4863,1,5089,2,1931,4,2016,1,7317,1,15158,3,Hammersmith and Fulham 003C,E09000013,Hammersmith and Fulham,4238.0,2.0,255.0,1.0,1.0
E01001960,Hammersmith and Fulham,15773,5,2720,6,"8,012",5,6282,3,13206,6,17346,6,12057,5,3268,7,5373,3,17928,4,29428,9,Hammersmith and Fulham 003D,E09000013,Hammersmith and Fulham,15773.0,5.0,2720.0,6.0,3.0
E01001961,Hammersmith and Fulham,3771,2,184,1,281,1,1693,1,1403,1,3764,1,8209,3,2163,5,12185,7,9801,2,9196,1,Hammersmith and Fulham 002D,E09000013,Hammersmith and Fulham,3771.0,2.0,184.0,1.0,1.0
E01001962,Haringey,18441,6,3159,7,"12,199",7,18345,7,15087,6,20622,7,13125,6,2454,6,8945,5,24951,7,29142,9,Haringey 004A,E09000014,Haringey,18441.0,6.0,3159.0,7.0,4.0
E01001963,Haringey,26300,9,4213,9,"18,434",8,29227,10,24941,9,29531,9,14583,7,4121,9,8611,5,28055,8,32603,10,Haringey 009A,E09000014,Haringey,26300.0,9.0,4213.0,9.0,5.0
E01001964,Haringey,19124,6,3255,7,"13,244",7,18747,7,20184,8,22710,8,10124,4,2134,5,6338,3,26711,8,30057,9,Haringey 009B,E09000014,Haringey,19124.0,6.0,3255.0,7.0,4.0
E01001965,Haringey,23030,8,3800,8,"14,980",8,22047,8,18992,8,20696,7,23738,10,3198,7,12064,7,25935,7,32506,10,Haringey 009C,E09000014,Haringey,23030.0,8.0,3800.0,8.0,4.0
E01001966,Haringey,20730,7,3503,8,"21,916",9,28501,10,26796,9,28249,9,1236,1,4043,9,7438,4,30323,9,32672,10,Haringey 009D,E09000014,Haringey,20730.0,7.0,3503.0,8.0,4.0
E01001967,Haringey,25963,8,4166,9,"20,648",9,28777,10,25901,9,27103,9,20916,9,3783,8,7928,4,26017,7,32351,10,Haringey 014A,E09000014,Haringey,25963.0,8.0,4166.0,9.0,5.0
E01001968,Haringey,23140,8,3814,8,"16,464",8,26479,9,23963,9,26661,9,13660,6,3246,7,6707,3,25785,7,32107,10,Haringey 014B,E09000014,Haringey,23140.0,8.0,3814.0,8.0,4.0
E01001969,Haringey,9566,3,1537,4,"1,787",2,11423,5,8865,4,13236,4,8225,3,1521,4,5028,2,17683,4,13513,3,Haringey 001A,E09000014,Haringey,9566.0,3.0,1537.0,4.0,2.0
E01001970,Haringey,9598,3,1541,4,"1,580",2,4965,2,6862,3,12416,4,6351,3,1503,4,10426,6,15559,3,19405,5,Haringey 004B,E09000014,Haringey,9598.0,3.0,1541.0,4.0,2.0
E01001971,Haringey,4922,2,405,1,"1,354",1,4771,2,4062,1,4579,1,5612,2,1202,3,9980,6,7866,1,15951,4,Haringey 001B,E09000014,Haringey,4922.0,2.0,405.0,1.0,1.0
E01001972,Haringey,9943,4,1631,4,"5,888",4,10279,4,8753,4,9637,3,10335,5,1519,4,7581,4,15346,3,21744,6,Haringey 004C,E09000014,Haringey,9943.0,4.0,1631.0,4.0,2.0
E01001973,Haringey,15884,5,2744,6,"7,922",5,17660,7,14479,6,18176,6,12582,6,2839,6,2609,1,26116,8,29410,9,Haringey 004D,E09000014,Haringey,15884.0,5.0,2744.0,6.0,3.0
E01001974,Haringey,14821,5,2551,6,"8,797",5,20719,8,17361,7,18629,6,8688,4,1970,5,2785,1,25866,7,23560,7,Haringey 001C,E09000014,Haringey,14821.0,5.0,2551.0,6.0,3.0
E01001975,Haringey,13355,5,2300,5,"6,051",4,19060,8,14472,6,14320,5,13587,6,1837,4,4885,2,21781,6,17985,4,Haringey 001D,E09000014,Haringey,13355.0,5.0,2300.0,5.0,3.0
E01001976,Haringey,4917,2,404,1,"3,873",3,7068,3,6144,2,8501,2,3503,1,388,1,3890,2,17299,4,6805,1,Haringey 011A,E09000014,Haringey,4917.0,2.0,404.0,1.0,1.0
E01001977,Haringey,3940,2,212,1,"1,506",1,3697,1,3759,1,5852,1,4742,2,369,1,6217,3,10422,2,9549,1,Haringey 011B,E09000014,Haringey,3940.0,2.0,212.0,1.0,1.0
E01001978,Haringey,4152,2,246,1,"3,409",3,4686,2,4369,2,4431,1,1344,1,1681,4,7399,4,15835,4,7213,1,Haringey 011C,E09000014,Haringey,4152.0,2.0,246.0,1.0,1.0
E01001979,Haringey,3861,2,201,1,"2,387",2,5285,2,4268,2,5885,1,561,1,1243,3,4410,2,15854,4,9010,1,Haringey 011D,E09000014,Haringey,3861.0,2.0,201.0,1.0,1.0
E01001980,Haringey,8788,3,1353,3,"2,786",2,7753,3,7533,3,11374,4,6439,3,1667,4,6235,3,17424,4,13669,3,Haringey 018A,E09000014,Haringey,8788.0,3.0,1353.0,3.0,2.0
E01001981,Haringey,8167,3,1202,3,"4,965",4,6301,3,8608,4,13530,4,4894,2,1145,3,4152,2,19990,5,9866,2,Haringey 018B,E09000014,Haringey,8167.0,3.0,1202.0,3.0,2.0
E01001982,Haringey,7077,3,917,2,"4,665",3,8723,4,7711,3,8315,2,6008,2,969,3,4696,2,14853,3,14997,3,Haringey 018C,E09000014,Haringey,7077.0,3.0,917.0,2.0,1.0
E01001983,Haringey,9236,3,1462,4,"8,932",5,7139,3,8814,4,9656,3,5935,2,2502,6,7449,4,13108,3,16469,4,Haringey 018D,E09000014,Haringey,9236.0,3.0,1462.0,4.0,2.0
E01001984,Haringey,14754,5,2539,6,"6,900",4,17244,7,13331,6,15633,5,14297,6,2623,6,7723,4,11631,2,31337,10,Haringey 033A,E09000014,Haringey,14754.0,5.0,2539.0,6.0,3.0
E01001985,Haringey,24521,8,3982,9,"17,348",8,29230,10,26283,9,29122,9,10960,5,3373,7,7388,4,28759,9,32614,10,Haringey 033B,E09000014,Haringey,24521.0,8.0,3982.0,9.0,5.0
E01001986,Haringey,21667,7,3626,8,"10,080",6,23288,9,19110,8,21253,7,18014,8,3171,7,10197,6,24280,7,30450,9,Haringey 034A,E09000014,Haringey,21667.0,7.0,3626.0,8.0,4.0
E01001987,Haringey,25129,8,4055,9,"22,646",9,28234,10,28046,10,32007,10,12772,6,2294,5,9495,5,29357,9,31365,10,Haringey 033C,E09000014,Haringey,25129.0,8.0,4055.0,9.0,5.0
E01001988,Haringey,17894,6,3068,7,"11,953",7,22811,8,19906,8,21702,7,8817,4,2953,7,3640,2,22594,6,31048,10,Haringey 034B,E09000014,Haringey,17894.0,6.0,3068.0,7.0,4.0
E01001989,Haringey,19138,6,3259,7,"13,204",7,21686,8,18189,7,24526,8,6441,3,3518,8,5853,3,24695,7,30851,9,Haringey 033D,E09000014,Haringey,19138.0,6.0,3259.0,7.0,4.0
E01001990,Haringey,18313,6,3137,7,"9,595",6,17688,7,22437,8,27667,9,11644,5,2873,6,1220,1,22235,6,31674,10,Haringey 034C,E09000014,Haringey,18313.0,6.0,3137.0,7.0,4.0
E01001991,Haringey,18931,6,3226,7,"15,237",8,21540,8,21721,8,26990,9,11390,5,2525,6,3641,2,18076,4,32043,10,Haringey 017A,E09000014,Haringey,18931.0,6.0,3226.0,7.0,4.0
E01001992,Haringey,27577,9,4380,10,"20,889",9,32079,10,29000,10,30448,10,17947,8,3160,7,10958,6,29196,9,32693,10,Haringey 017B,E09000014,Haringey,27577.0,9.0,4380.0,10.0,5.0
E01001993,Haringey,28651,9,4517,10,"19,899",9,32072,10,30936,10,32028,10,15837,7,4106,9,10022,6,27082,8,32815,10,Haringey 017C,E09000014,Haringey,28651.0,9.0,4517.0,10.0,5.0
E01001994,Haringey,24362,8,3962,9,"16,751",8,23826,9,21001,8,25948,8,24990,10,2453,6,11617,7,28757,9,31451,10,Haringey 030A,E09000014,Haringey,24362.0,8.0,3962.0,9.0,5.0
E01001995,Haringey,10079,4,1660,4,"3,090",3,9382,4,6695,3,8394,2,17082,8,1425,3,11807,7,17348,4,22229,6,Haringey 017D,E09000014,Haringey,10079.0,4.0,1660.0,4.0,2.0
E01001996,Haringey,24875,8,4023,9,"11,969",7,28666,10,24108,9,28695,9,19346,8,3824,8,5395,3,27458,8,32089,10,Haringey 014C,E09000014,Haringey,24875.0,8.0,4023.0,9.0,5.0
E01001997,Haringey,19221,6,3272,7,"12,436",7,26659,9,24960,9,28660,9,4706,2,3341,7,2054,1,27413,8,32331,10,Haringey 014D,E09000014,Haringey,19221.0,6.0,3272.0,7.0,4.0
E01001998,Haringey,16516,6,2842,6,"2,198",2,17818,7,16069,7,23741,8,11677,5,1297,3,6434,3,22601,6,26216,8,Haringey 023A,E09000014,Haringey,16516.0,6.0,2842.0,6.0,3.0
E01001999,Haringey,9806,3,1594,4,"2,985",2,11316,5,10880,5,14933,5,2563,1,1515,4,5721,3,16049,4,19404,5,Haringey 023B,E09000014,Haringey,9806.0,3.0,1594.0,4.0,2.0
E01002000,Haringey,15505,5,2666,6,"3,630",3,14004,6,12874,5,17263,6,12187,5,2150,5,9970,6,18183,5,26487,8,Haringey 031A,E09000014,Haringey,15505.0,5.0,2666.0,6.0,3.0
E01002001,Haringey,13735,5,2369,5,"3,677",3,15166,6,13793,6,18310,6,11868,5,1715,4,4009,2,18670,5,23667,7,Haringey 031B,E09000014,Haringey,13735.0,5.0,2369.0,5.0,3.0
E01002002,Haringey,4676,2,350,1,"2,600",2,4298,2,7778,3,9071,3,44,1,527,2,3691,2,11750,2,19073,5,Haringey 031C,E09000014,Haringey,4676.0,2.0,350.0,1.0,1.0
E01002003,Haringey,5261,2,470,1,592,1,4797,2,6416,2,9560,3,2282,1,787,2,4858,2,12153,2,8164,1,Haringey 023C,E09000014,Haringey,5261.0,2.0,470.0,1.0,1.0
E01002004,Haringey,15817,5,2729,6,"4,418",3,14935,6,13661,6,19459,6,13631,6,2122,5,6907,4,21557,6,22143,6,Haringey 023D,E09000014,Haringey,15817.0,5.0,2729.0,6.0,3.0
E01002005,Haringey,17870,6,3062,7,"8,062",5,28250,10,23308,9,23666,8,17700,8,1467,4,5017,2,17650,4,23579,7,Haringey 035A,E09000014,Haringey,17870.0,6.0,3062.0,7.0,4.0
E01002006,Haringey,18324,6,3138,7,"18,339",8,16120,7,19006,8,21368,7,15019,7,2382,5,3789,2,23437,6,31199,10,Haringey 035B,E09000014,Haringey,18324.0,6.0,3138.0,7.0,4.0
E01002007,Haringey,22397,7,3723,8,"21,163",9,30784,10,25754,9,25397,8,13159,6,2628,6,5427,3,28721,9,32427,10,Haringey 035C,E09000014,Haringey,22397.0,7.0,3723.0,8.0,4.0
E01002008,Haringey,25611,8,4124,9,"22,166",9,29255,10,26302,9,28687,9,17877,8,2657,6,11264,7,29699,9,29256,9,Haringey 030B,E09000014,Haringey,25611.0,8.0,4124.0,9.0,5.0
E01002009,Haringey,21826,7,3643,8,"23,550",9,31009,10,29078,10,29982,10,11148,5,2652,6,2238,1,30931,9,30459,9,Haringey 035D,E09000014,Haringey,21826.0,7.0,3643.0,8.0,4.0
E01002010,Haringey,14235,5,2447,6,"13,346",7,13965,6,13028,5,10833,3,8514,4,3284,7,12884,7,18719,5,24999,7,Haringey 030C,E09000014,Haringey,14235.0,5.0,2447.0,6.0,3.0
E01002011,Haringey,13214,5,2278,5,"12,103",7,14976,6,13895,6,14301,5,4212,2,2952,7,5115,2,23360,6,24177,7,Haringey 030D,E09000014,Haringey,13214.0,5.0,2278.0,5.0,3.0
E01002013,Haringey,22009,7,3671,8,"10,148",6,27000,9,20525,8,25257,8,15124,7,3849,8,6159,3,21452,6,32272,10,Haringey 022A,E09000014,Haringey,22009.0,7.0,3671.0,8.0,4.0
E01002014,Haringey,13122,4,2265,5,"5,404",4,5872,2,9827,4,15909,5,10329,5,2797,6,6994,4,14168,3,26892,8,Haringey 020B,E09000014,Haringey,13122.0,4.0,2265.0,5.0,3.0
E01002015,Haringey,9999,4,1644,4,"4,334",3,10188,4,6916,3,7764,2,11771,5,2601,6,10714,6,13358,3,25410,7,Haringey 020C,E09000014,Haringey,9999.0,4.0,1644.0,4.0,2.0
E01002016,Haringey,13101,4,2259,5,"5,794",4,6815,3,9397,4,12399,4,13234,6,2780,6,9967,6,14642,3,28160,8,Haringey 028A,E09000014,Haringey,13101.0,4.0,2259.0,5.0,3.0
E01002017,Haringey,11671,4,1981,5,"6,750",4,20780,8,12070,5,8989,3,4067,2,2870,6,8434,5,22728,6,25570,7,Haringey 028B,E09000014,Haringey,11671.0,4.0,1981.0,5.0,3.0
E01002018,Haringey,9786,3,1589,4,"7,187",5,9772,4,7387,3,8252,2,11818,5,3135,7,6017,3,11438,2,25988,7,Haringey 020D,E09000014,Haringey,9786.0,3.0,1589.0,4.0,2.0
E01002019,Haringey,27449,9,4360,10,"26,566",10,29047,10,29290,10,31565,10,10219,4,4035,9,10182,6,30428,9,32602,10,Haringey 022B,E09000014,Haringey,27449.0,9.0,4360.0,10.0,5.0
E01002020,Haringey,16855,6,2903,7,"12,762",7,18747,7,16822,7,17993,6,6690,3,3392,8,8347,5,20727,5,25971,7,Haringey 021A,E09000014,Haringey,16855.0,6.0,2903.0,6.0,4.0
E01002021,Haringey,24077,8,3925,9,"14,380",7,28126,10,21958,8,28747,9,19799,8,3265,7,7414,4,24502,7,32501,10,Haringey 022C,E09000014,Haringey,24077.0,8.0,3925.0,9.0,5.0
E01002022,Haringey,19545,6,3324,7,"17,760",8,20904,8,23003,9,27192,9,5144,2,2649,6,5923,3,25511,7,29460,9,Haringey 021B,E09000014,Haringey,19545.0,6.0,3324.0,7.0,4.0
E01002023,Haringey,18466,6,3163,7,"16,507",8,28539,10,22259,8,22024,7,4317,2,3649,8,5946,3,19944,5,31961,10,Haringey 021C,E09000014,Haringey,18466.0,6.0,3163.0,7.0,4.0
E01002024,Haringey,16274,5,2810,6,"6,276",4,24468,9,15153,6,16306,5,6699,3,3478,8,9217,5,17098,4,31735,10,Haringey 022D,E09000014,Haringey,16274.0,5.0,2810.0,6.0,3.0
E01002025,Haringey,27147,9,4321,9,"30,251",10,29998,10,31483,10,32207,10,20603,9,2614,6,6921,4,30939,10,32530,10,Haringey 021D,E09000014,Haringey,27147.0,9.0,4321.0,9.0,5.0
E01002026,Haringey,2796,1,63,1,"1,380",1,2623,1,2443,1,3148,1,648,1,1550,4,7289,4,12073,2,8302,1,Haringey 016A,E09000014,Haringey,2796.0,1.0,63.0,1.0,1.0
E01002027,Haringey,8044,3,1167,3,"1,988",2,7044,3,6864,3,8658,2,8530,4,1997,5,6908,4,13450,3,13056,3,Haringey 010A,E09000014,Haringey,8044.0,3.0,1167.0,3.0,2.0
E01002028,Haringey,9520,3,1522,4,"3,555",3,11789,5,10888,5,13517,4,4152,2,1820,4,4697,2,17163,4,13163,3,Haringey 010B,E09000014,Haringey,9520.0,3.0,1522.0,4.0,2.0
E01002029,Haringey,5426,2,499,2,"1,517",2,6395,3,6336,2,7667,2,594,1,927,2,7872,4,12704,3,17740,4,Haringey 016B,E09000014,Haringey,5426.0,2.0,499.0,2.0,1.0
E01002030,Haringey,12975,4,2243,5,"7,788",5,10863,5,13120,6,17005,6,6191,3,1716,4,7760,4,21718,6,18166,4,Haringey 016C,E09000014,Haringey,12975.0,4.0,2243.0,5.0,3.0
E01002031,Haringey,6590,3,799,2,"2,131",2,4401,2,7692,3,12704,4,739,1,1087,3,3923,2,18206,5,14310,3,Haringey 016D,E09000014,Haringey,6590.0,3.0,799.0,2.0,1.0
E01002032,Haringey,5050,2,429,1,"2,751",2,6654,3,5962,2,6779,2,4883,2,1736,4,1611,1,13302,3,8107,1,Haringey 010C,E09000014,Haringey,5050.0,2.0,429.0,1.0,1.0
E01002033,Haringey,4748,2,362,1,"2,396",2,6285,3,5442,2,7244,2,1701,1,734,2,6175,3,12208,2,10260,2,Haringey 010D,E09000014,Haringey,4748.0,2.0,362.0,1.0,1.0
E01002034,Haringey,1966,1,16,1,523,1,4799,2,2342,1,3408,1,413,1,1435,3,3429,2,7112,1,4961,1,Haringey 037A,E09000014,Haringey,1966.0,1.0,16.0,1.0,1.0
E01002036,Haringey,1464,1,8,1,"2,058",2,3975,2,1945,1,1077,1,1923,1,773,2,5689,3,5514,1,6651,1,Haringey 002A,E09000014,Haringey,1464.0,1.0,8.0,1.0,1.0
E01002037,Haringey,3076,1,91,1,"2,447",2,2330,1,2574,1,4052,1,3014,1,323,1,8462,5,15875,4,6481,1,Haringey 002B,E09000014,Haringey,3076.0,1.0,91.0,1.0,1.0
E01002038,Haringey,2736,1,54,1,536,1,6477,3,3321,1,4351,1,2606,1,1028,3,7735,4,6056,1,3414,1,Haringey 037B,E09000014,Haringey,2736.0,1.0,54.0,1.0,1.0
E01002039,Haringey,1411,1,7,1,368,1,2008,1,711,1,1268,1,2010,1,1187,3,13937,8,7840,1,4752,1,Haringey 002C,E09000014,Haringey,1411.0,1.0,7.0,1.0,1.0
E01002040,Haringey,2791,1,62,1,"3,510",3,4913,2,3034,1,3104,1,1913,1,729,2,7312,4,8650,1,8222,1,Haringey 002D,E09000014,Haringey,2791.0,1.0,62.0,1.0,1.0
E01002041,Haringey,4881,2,396,1,"3,253",3,3257,1,3513,1,5832,1,4445,2,1765,4,6540,3,13979,3,8424,1,Haringey 037C,E09000014,Haringey,4881.0,2.0,396.0,1.0,1.0
E01002042,Haringey,15502,5,2664,6,"2,455",2,16315,7,13987,6,20524,7,6810,3,2165,5,10409,6,22369,6,20125,5,Haringey 027A,E09000014,Haringey,15502.0,5.0,2664.0,6.0,3.0
E01002043,Haringey,9360,3,1484,4,"2,585",2,10861,5,10130,4,14225,5,4813,2,1336,3,4334,2,19567,5,13610,3,Haringey 026A,E09000014,Haringey,9360.0,3.0,1484.0,4.0,2.0
E01002044,Haringey,11412,4,1928,4,"4,333",3,9559,4,12476,5,18493,6,4025,2,1549,4,4600,2,15739,4,23202,6,Haringey 027B,E09000014,Haringey,11412.0,4.0,1928.0,4.0,2.0
E01002045,Haringey,8899,3,1378,3,"2,751",2,5565,2,7150,3,9909,3,8846,4,1097,3,8826,5,19575,5,15541,3,Haringey 026B,E09000014,Haringey,8899.0,3.0,1378.0,3.0,2.0
E01002046,Haringey,7221,3,949,2,"3,306",3,8591,4,6500,3,8622,2,4414,2,1678,4,7628,4,13117,3,14016,3,Haringey 026C,E09000014,Haringey,7221.0,3.0,949.0,2.0,1.0
E01002047,Haringey,11874,4,2026,5,"3,617",3,8094,3,15137,6,22039,7,2622,1,1775,4,3795,2,19793,5,16345,4,Haringey 027C,E09000014,Haringey,11874.0,4.0,2026.0,5.0,3.0
