FID,LSOA21CD,LSOA21NM,borough,mean_AI,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,Shape__Area,Shape__Length
3735,E01003912,Southwark 019A,Southwark,12.0919494351,12.0965138774,10.8027330013,13.7684484418,3,1403.20422527,81602.9674606323,1403.20422527034
3736,E01003913,Southwark 024A,Southwark,25.412558679,26.4192610725,19.4027098131,30.6582965685,6a,2486.04221184,235318.766540527,2486.04221184055
3737,E01003914,Southwark 024B,Southwark,13.1274804669,13.9782338595,1.83953955969,18.0131676957,3,1974.28646404,145659.899627686,1974.28646403725
3738,E01003915,Southwark 024C,Southwark,15.1928690006,14.7459930476,12.7822109063,18.0022461648,4,2151.15659363,97333.9092330933,2151.15659362701
3739,E01003916,Southwark 020B,Southwark,8.67911563963,7.69250260671,4.96528078851,15.5866209195,2,2298.96233561,151057.53364563,2298.96233561434
3740,E01003917,Southwark 020C,Southwark,14.1690576158,10.8231715003,10.3290036092,26.3304333254,3,2092.04261543,111522.77457428,2092.04261543424
3741,E01003918,Southwark 020D,Southwark,20.0174974446,21.7505770801,9.49199908962,24.3461768862,5,2242.95063987,86776.389213562,2242.95063986909
3742,E01003919,Southwark 021A,Southwark,20.2625918335,20.5785868818,6.08997024617,26.511606262,5,3012.92862841,149778.817848206,3012.92862840791
3743,E01003920,Southwark 021B,Southwark,22.8631871193,21.9427674322,20.5869365942,26.7974263781,5,2289.18478387,86884.9403915405,2289.18478387178
3744,E01003921,Southwark 021C,Southwark,29.1562600907,28.3814809656,22.300136122,37.3555060364,6a,2736.64020024,119328.728004456,2736.64020023941
3745,E01003922,Southwark 021D,Southwark,24.9077622629,25.2237147094,8.58076730443,33.9349765592,5,1991.8602045,138769.056312561,1991.86020450247
3746,E01003923,Southwark 017A,Southwark,17.3526388592,16.5250807566,14.151954985,25.7282167379,4,1543.78527177,118594.55683136,1543.78527176849
3747,E01003924,Southwark 021E,Southwark,20.0955366721,19.0367467677,16.6810579628,28.9179073504,5,1684.69556084,79514.1409378052,1684.69556083901
3748,E01003925,Southwark 020E,Southwark,17.7141584257,16.6609800378,15.3758806634,23.6689965734,4,1367.78811385,88123.1575775146,1367.78811384819
3749,E01003926,Southwark 021F,Southwark,16.8976900549,15.7139167333,12.2747857194,24.4917769483,4,1530.44509079,106983.787139893,1530.44509078788
3750,E01003929,Southwark 002B,Southwark,73.2163736517,69.4153749758,52.3152346522,101.43378105,6b,4012.211924,288422.292175293,4012.21192399685
3751,E01003930,Southwark 034A,Southwark,85.1029583192,87.4868849184,59.6412399904,92.757663216,6b,2089.89937599,107823.953720093,2089.89937598818
3752,E01003932,Southwark 034B,Southwark,71.6234749602,71.649675928,43.1601725063,98.3938056674,6b,2242.53825572,122283.635856628,2242.53825571692
3753,E01003933,Southwark 034C,Southwark,58.2064796704,57.8068227153,32.804476992,83.2179765321,6b,2961.77638563,221027.836585999,2961.7763856289
3754,E01003934,Southwark 002C,Southwark,65.8756400947,73.5269328443,35.7665572846,90.2842893409,6b,3201.6980617,322279.474838257,3201.69806170157
3755,E01003935,Southwark 002D,Southwark,63.9455767136,62.5733017559,55.0654779245,76.214099673,6b,2733.64583767,181072.898742676,2733.64583766517
3756,E01003936,Southwark 009A,Southwark,44.8000490061,48.1621484099,14.7071548954,69.1187862831,6b,1609.08409383,94507.4392471313,1609.08409382816
3757,E01003937,Southwark 009B,Southwark,61.5030010644,65.1259140001,42.9354711524,87.8471738649,6b,1801.11925608,95824.3970489502,1801.11925608283
3758,E01003938,Southwark 006A,Southwark,47.1807829756,46.211436479,43.6752165876,54.96289067,6b,1396.29243154,76901.7006759644,1396.29243154135
3759,E01003939,Southwark 002E,Southwark,65.3701143724,63.4244484725,52.8754945442,90.8116693211,6b,2589.09099418,153175.410255432,2589.09099417719
3760,E01003940,Southwark 006B,Southwark,18.9498023832,20.2003587619,13.6312039661,21.7672880427,4,1212.37222655,54469.720916748,1212.37222654535
3761,E01003941,Southwark 006C,Southwark,23.0054997314,20.4794489059,13.6210312532,52.6401552743,5,1701.31961227,93717.9280700684,1701.31961226656
3762,E01003942,Southwark 006D,Southwark,25.0984470558,24.6804173175,17.8829983043,35.4547247288,6a,1957.35579351,118646.210624695,1957.3557935072
3763,E01003943,Southwark 009C,Southwark,55.9338861314,55.5327533425,51.029463384,62.3757676472,6b,1632.64869517,60857.1438140869,1632.64869517273
3764,E01003945,Southwark 033A,Southwark,6.86461383,7.18914954527,0,16.5506604916,2,6935.72846528,837823.425056458,6935.72846528338
3765,E01003946,Southwark 033B,Southwark,7.30045283946,7.86773841397,2.01523394895,13.2793053926,2,6144.30617159,457931.947807312,6144.306171589
3766,E01003947,Southwark 033C,Southwark,8.24598503886,7.26338172418,5.43651496206,11.5611673095,2,2361.71531791,139681.139419556,2361.7153179082
3767,E01003948,Southwark 033D,Southwark,15.9127574476,16.4362342529,8.22555591966,26.0483386739,4,3955.6360957,267441.926025391,3955.63609569747
3768,E01003949,Southwark 032A,Southwark,9.03453339588,9.53854939984,3.7970149468,13.119979523,2,3289.2407397,227464.454399109,3289.24073969869
3769,E01003950,Southwark 032B,Southwark,9.61883546523,9.73592637281,3.6419336365,13.6337924543,2,3358.70635416,244586.467254639,3358.70635416146
3770,E01003951,Southwark 033E,Southwark,4.46638541458,4.03067780531,0,10.5470329032,1b,6730.78426641,1058872.9617157,6730.78426640761
3771,E01003952,Southwark 030A,Southwark,15.2023298547,14.981323273,11.8970575583,18.0965300007,4,2027.76627203,132071.886962891,2027.76627203302
3772,E01003953,Southwark 028A,Southwark,15.4003312342,15.25441632,10.9873332102,21.4705224536,4,2913.48799999,202654.476753235,2913.48799999372
3773,E01003954,Southwark 030B,Southwark,11.9145423163,12.2357739,9.04068296892,14.8620303144,3,1791.4352976,101026.029785156,1791.4352976007
3774,E01003955,Southwark 028B,Southwark,10.2777692899,9.8028747649,8.05559358176,13.3334370697,3,2132.31771856,139337.181488037,2132.31771855687
3775,E01003956,Southwark 030C,Southwark,10.5728304582,9.92390861739,9.30226087398,15.5546174691,3,2004.13019293,115532.310913086,2004.13019292984
3776,E01003957,Southwark 032C,Southwark,8.3024159194,8.76069210283,5.50090791025,11.8462088805,2,2252.45745816,168802.802253723,2252.45745815734
3777,E01003958,Southwark 032D,Southwark,10.4171171013,10.3989919141,8.84258900745,12.9183091811,3,1898.399545,159091.21370697,1898.39954500378
3778,E01003960,Southwark 012A,Southwark,28.1314765361,29.3126471486,17.2749286349,40.7089572448,6a,2108.14986661,126635.128059387,2108.14986661496
3779,E01003961,Southwark 012B,Southwark,18.2125974793,16.9290198023,6.52790880986,39.5790261829,4,2426.18566977,120499.329658508,2426.18566977284
3780,E01003963,Southwark 016A,Southwark,22.1533306024,28.0046509562,6.06766130963,31.1968747437,5,1505.62930691,59381.0729370117,1505.62930691408
3781,E01003966,Southwark 015B,Southwark,18.125006913,17.8614931689,14.7994746939,21.9049886724,4,2562.41852518,101913.685569763,2562.41852518126
3782,E01003969,Southwark 017B,Southwark,17.9827077875,18.1079453304,6.06943479149,23.4570618525,4,3553.67224742,284208.466835022,3553.67224742498
3783,E01003971,Southwark 015D,Southwark,11.3143448596,13.7560960143,5.88255694241,15.7561742371,3,1512.14944812,63550.2527999878,1512.14944812103
3784,E01003972,Southwark 016D,Southwark,12.2047386,15.1005022291,5.73747579723,17.2445217541,3,1386.00635029,72862.5016937256,1386.00635028709
3785,E01003973,Southwark 016E,Southwark,20.4579318832,17.9270151516,15.3546107003,38.5438309553,5,1674.9945661,88481.5729827881,1674.99456609954
3786,E01003975,Southwark 004A,Southwark,15.3306558594,16.1290512392,10.9444437053,18.0029457725,4,1497.7468413,81795.9090270996,1497.74684130081
3787,E01003976,Southwark 036D,Southwark,23.9600164621,13.7040110169,9.53530881437,48.5309291965,5,1998.15078958,119988.129737854,1998.15078958273
3788,E01003977,Southwark 010A,Southwark,11.8037650992,12.3747806435,4.653952792,15.420408336,3,1944.22557474,129220.293785095,1944.22557474351
3789,E01003979,Southwark 006E,Southwark,16.2820607858,16.7228735542,8.19605104276,24.4413929831,4,1978.19703982,167488.009529114,1978.1970398244
3790,E01003980,Southwark 013A,Southwark,14.2171638276,13.506541739,7.78574374937,22.6600682095,3,2219.06780056,193786.765983582,2219.06780055693
3791,E01003981,Southwark 006F,Southwark,59.7406536911,52.6505842066,45.2472626836,98.5971829081,6b,2488.85850286,190313.801002502,2488.85850286393
3792,E01003983,Southwark 018A,Southwark,13.2322558143,12.9050466845,11.1045428837,19.5643733796,3,2590.9924891,117183.810073853,2590.99248909666
3793,E01003984,Southwark 023A,Southwark,17.8444590382,18.0335774699,13.7097812517,25.8555830372,4,2781.24488922,165508.625022888,2781.24488922383
3794,E01003986,Southwark 011A,Southwark,9.92920032401,8.61489616762,4.29795874748,17.126493322,2,2649.83178666,180328.740737915,2649.83178665859
3795,E01003987,Southwark 011B,Southwark,6.50907466271,7.09987557516,4.12368908821,8.06227815894,2,2628.87704475,137301.664093018,2628.87704475451
3796,E01003988,Southwark 018B,Southwark,11.0914833193,11.0248096991,4.39838654667,17.9349674771,3,4031.8413461,385597.705741882,4031.84134609591
3797,E01003989,Southwark 018C,Southwark,10.2583171405,11.0519644533,5.60015319113,14.3329321165,3,3729.10776132,245284.577827454,3729.10776132046
3798,E01003990,Southwark 018D,Southwark,10.1115204455,10.5505611674,7.63421832,12.8219334931,3,2288.64263704,142987.312911987,2288.64263704189
3799,E01003991,Southwark 017C,Southwark,19.5429718859,22.6383363596,11.2809186923,25.3252940333,4,1658.88687627,78884.9147415161,1658.88687627445
3800,E01003992,Southwark 014A,Southwark,19.2848159515,21.5126556012,12.481453886,24.5529285796,4,1751.65580394,73284.765625,1751.65580393545
3801,E01003993,Southwark 017D,Southwark,16.9085829316,18.2345179121,2.72426846284,26.8802817241,4,1893.92205732,85931.8937759399,1893.92205732449
3802,E01003994,Southwark 012E,Southwark,34.7626421422,35.6947311275,24.7139121734,44.5607783977,6a,2225.23756671,141764.276893616,2225.23756671414
3803,E01003995,Southwark 014B,Southwark,42.2777104948,44.115979482,29.2769729878,49.0425916728,6b,1724.63867339,64268.344581604,1724.63867339124
3804,E01003997,Southwark 017E,Southwark,24.477497075,24.5323025435,18.8920473375,28.9588224658,5,1879.92709878,75843.1322784424,1879.9270987832
3805,E01003998,Southwark 014D,Southwark,32.8319737456,29.725166509,25.4912007043,45.4245444178,6a,1800.99555404,93562.0088806152,1800.99555403622
3806,E01003999,Southwark 014E,Southwark,21.2711633891,22.0168756093,2.39665588936,29.9599888898,5,2200.55967902,88238.7163848877,2200.55967902039
3807,E01004000,Southwark 026A,Southwark,11.0724507413,10.3502237487,7.54415947191,18.6928471133,3,3351.57417434,162234.862640381,3351.57417434135
3808,E01004001,Southwark 026B,Southwark,7.92195850615,7.87736124289,3.39072271883,12.251434821,2,2422.19678429,195390.642349243,2422.19678429411
3809,E01004002,Southwark 029A,Southwark,7.10521631793,7.20105469348,4.05850021256,12.4461844941,2,2663.52805688,337315.13973999,2663.52805688119
3810,E01004003,Southwark 023B,Southwark,18.8489933422,19.1223283494,14.543015077,20.3716395877,4,1730.44132335,126204.546653748,1730.44132335045
3811,E01004004,Southwark 023C,Southwark,20.1570702323,19.7114425985,16.4104105229,29.630454541,5,2996.18679788,195878.194869995,2996.18679787596
3812,E01004005,Southwark 023D,Southwark,22.3351335137,21.3339749873,11.5248433912,32.207268476,5,2760.77795533,153636.181350708,2760.77795533145
3813,E01004006,Southwark 023E,Southwark,14.9628083601,15.746331006,9.22046815416,21.6291672904,3,2650.28005467,151324.998435974,2650.28005466525
3814,E01004007,Southwark 018E,Southwark,11.7230431878,7.73241792492,6.25174001849,27.1822459756,3,1670.18531698,79965.4423904419,1670.18531698388
3815,E01004008,Southwark 022B,Southwark,26.8860703475,27.9415371284,20.442431222,34.6816614257,6a,1884.22337336,100276.192558289,1884.22337336144
3816,E01004010,Southwark 022D,Southwark,30.156579665,31.4914130848,20.5605530592,35.606866131,6a,2161.31551927,128619.514129639,2161.31551927261
3817,E01004011,Southwark 019B,Southwark,10.5880647268,11.255581333,3.5718052855,16.026769547,3,2277.42534944,114369.531768799,2277.42534943684
3818,E01004012,Southwark 019C,Southwark,5.7466105589,5.94741626462,4.10659379431,7.68009015918,2,2315.05077164,140667.364738464,2315.05077164449
3819,E01004013,Southwark 019D,Southwark,17.8823214148,16.1567461635,10.8312761557,28.3917871871,4,2102.37756739,104586.500968933,2102.37756738567
3820,E01004014,Southwark 019E,Southwark,6.94751665373,6.13072398325,4.88711019839,12.640702577,2,2094.83828766,91243.091506958,2094.83828765953
3821,E01004015,Southwark 028C,Southwark,9.54117919214,8.85611628581,4.47925526095,17.4388073761,2,3967.00878147,572093.139663696,3967.00878147005
3822,E01004016,Southwark 029B,Southwark,7.73316877416,7.03383992243,1.7475771725,14.7877585772,2,3858.9163219,571212.325294495,3858.91632190447
3823,E01004017,Southwark 029C,Southwark,6.90653862045,6.8703957803,3.2350794973,11.5457286789,2,3470.38914676,355536.383773804,3470.38914676406
3824,E01004018,Southwark 032E,Southwark,6.55495160878,6.18715583933,3.8631052252,10.3206034598,2,3348.34985479,269892.576522827,3348.34985478584
3825,E01004019,Southwark 026C,Southwark,12.5378837216,12.8393877351,7.7258759653,17.2800893973,3,1728.33007856,136897.539924622,1728.33007855982
3826,E01004020,Southwark 029D,Southwark,5.29709802675,5.43702798043,0,8.62006483703,2,2770.54038595,195812.079612732,2770.54038594915
3827,E01004021,Southwark 028D,Southwark,15.3332928579,14.0910003213,10.0096801353,21.6005445352,4,2065.70538703,151736.137893677,2065.7053870305
3828,E01004023,Southwark 004D,Southwark,19.5020144748,18.717425885,14.8525952599,26.277027671,4,2161.07879851,144721.7943573,2161.07879851315
3829,E01004024,Southwark 011C,Southwark,16.5280704788,15.7715457183,13.2248178107,24.5258136794,4,1731.13714487,120403.042747498,1731.13714487483
3830,E01004028,Southwark 004E,Southwark,15.9847824258,15.8171846633,13.4206133955,18.1079402193,4,2346.30043226,120025.217849731,2346.30043225691
3831,E01004029,Southwark 001A,Southwark,20.5183131677,19.9657292783,15.241920881,27.4196070154,5,2647.7000998,162622.491920471,2647.70009979787
3832,E01004030,Southwark 007A,Southwark,23.0093664393,21.1464285225,19.1932132946,28.0499733329,5,2167.98727523,161632.720565796,2167.98727522709
3833,E01004031,Southwark 007B,Southwark,25.782223739,26.2766798159,17.9777865871,34.9960667461,6a,4177.16098465,426209.005012512,4177.16098464961
3834,E01004032,Southwark 001B,Southwark,20.4582140955,19.8461675524,16.0754106418,28.2734000505,5,2071.78887561,136599.88520813,2071.7888756058
3835,E01004033,Southwark 007C,Southwark,27.2392529254,26.6263378805,23.6667595292,38.2578331826,6a,3114.25924948,144774.145942688,3114.25924947608
3836,E01004034,Southwark 007D,Southwark,20.1443650291,20.7250164819,14.2309607559,26.4343346738,5,2123.27948326,139469.686164856,2123.27948326415
3837,E01004035,Southwark 011D,Southwark,15.2342835109,15.003316132,4.8770046289,25.7267910114,4,2549.07880213,224311.26399231,2549.07880213302
3838,E01004036,Southwark 007E,Southwark,18.2578402491,16.6802219049,14.9441243443,26.8236860593,4,1783.91687246,96772.1046142578,1783.91687245954
3839,E01004037,Southwark 010B,Southwark,9.1846421605,8.52969760864,7.2444225754,14.9161984523,2,2104.93112784,148185.868728638,2104.93112783529
3840,E01004038,Southwark 010C,Southwark,9.96515319134,10.8809060798,3.24720665448,15.6172138674,2,2662.01699225,214739.242675781,2662.01699225015
3841,E01004039,Southwark 013B,Southwark,11.8695817426,12.309913641,5.90371638001,15.235234348,3,2354.90394587,85577.824760437,2354.90394587162
3842,E01004040,Southwark 013C,Southwark,16.4981989854,16.6179419091,13.3152107345,19.9385985012,4,2398.86129469,110252.107429504,2398.86129468952
3843,E01004041,Southwark 013D,Southwark,13.6776448469,13.545351577,10.2165552301,18.636354256,3,2551.17544922,76776.02684021,2551.17544921835
3844,E01004042,Southwark 010D,Southwark,12.448249888,13.6457824246,7.5290051891,16.3202061371,3,2197.32025216,147814.933685303,2197.32025215717
3845,E01004043,Southwark 010E,Southwark,7.91713853095,6.53061411961,5.47684229319,12.9391048339,2,1990.47766779,119483.190452576,1990.47766778567
3846,E01004044,Southwark 013E,Southwark,9.26941126402,7.10278576462,6.0720257199,14.1808287813,2,1599.03573627,70353.7215957642,1599.03573626839
3847,E01004045,Southwark 027A,Southwark,14.8106693657,15.6619666139,11.5213358165,17.1533483972,3,1288.73209463,62522.4115219116,1288.73209463292
3848,E01004046,Southwark 028E,Southwark,15.8884317317,14.9494861176,12.3072886195,21.8154643631,4,2556.95485324,147831.706588745,2556.95485324039
3849,E01004047,Southwark 027B,Southwark,12.735543184,12.4669876815,8.34180168672,18.7896539013,3,2175.01162275,101170.410186768,2175.01162275281
3850,E01004048,Southwark 027C,Southwark,10.0047135604,9.95903817533,5.74676255716,18.3969599428,3,3759.19679447,404155.598648071,3759.1967944693
3851,E01004049,Southwark 027D,Southwark,17.775848667,18.5981035047,12.7091256058,20.1183541391,4,2425.18609723,107262.935165405,2425.18609723475
3852,E01004050,Southwark 024D,Southwark,13.5553922483,12.6311893764,7.77036417266,19.6385126889,3,2528.25793527,184592.653656006,2528.2579352683
3853,E01004051,Southwark 027E,Southwark,18.327332983,18.1472799511,16.0018467377,21.5701187705,4,2066.39511813,151131.34186554,2066.3951181349
3854,E01004052,Southwark 024E,Southwark,12.9859573337,12.6162553165,5.18359636197,18.7666315819,3,4008.78850119,172797.854049683,4008.78850119449
3855,E01004053,Southwark 001C,Southwark,11.1643548422,9.8177948475,1.92466805299,17.1997293022,3,2796.0299521,233332.1717453,2796.02995209861
3856,E01004054,Southwark 001D,Southwark,5.30656564926,5.23654732879,4.78841420955,6.30898830891,2,2297.64148681,249128.399711609,2297.64148681385
3857,E01004055,Southwark 001E,Southwark,4.88279441259,4.43918741598,2.02350628023,9.94274861723,1b,2346.69586397,196953.814102173,2346.69586396585
3858,E01004056,Southwark 008A,Southwark,4.94973242981,4.82358137359,3.88872167945,6.11987183586,1b,2946.98881662,342955.649642944,2946.98881661523
3859,E01004057,Southwark 008B,Southwark,9.25179280606,5.76461708393,3.6776163691,26.1080890238,2,3752.47191475,243775.725158691,3752.4719147457
3860,E01004058,Southwark 008C,Southwark,3.90834462217,3.72774665422,0,7.34501350479,1b,2555.73888994,223558.377037048,2555.73888994484
3861,E01004059,Southwark 008D,Southwark,18.2822092102,20.915430464,2.20120573998,29.2675381816,4,3010.72485389,313634.649650574,3010.72485389428
3862,E01004060,Southwark 008E,Southwark,17.0003345491,15.3133451336,10.2489345969,26.4422370139,4,2129.78867308,97790.3923568726,2129.78867307724
3863,E01004061,Southwark 025A,Southwark,20.5232725487,18.2751880231,7.66923209597,38.9679398438,5,3814.88836833,208838.114120483,3814.88836832989
3864,E01004062,Southwark 025B,Southwark,25.371278346,24.0496537628,19.0480317959,33.9691485154,6a,3989.9713215,166321.806724548,3989.97132149562
3865,E01004063,Southwark 025C,Southwark,21.2701207515,20.4466380223,9.10091930226,32.5383799588,5,3239.53264052,175804.43195343,3239.53264052187
3866,E01004064,Southwark 026D,Southwark,19.2198885729,20.2610701021,11.7255723796,24.4951047316,4,3256.67053337,163744.693305969,3256.67053336899
3867,E01004065,Southwark 025D,Southwark,18.4297221735,19.0267522862,14.9477275384,22.8828769045,4,1851.67347169,112291.029289246,1851.67347168516
3868,E01004066,Southwark 025E,Southwark,19.8456636086,17.6133245688,10.9501104627,32.699730963,4,2211.22134965,142544.638259888,2211.22134964938
3869,E01004067,Southwark 022E,Southwark,32.8170376733,32.9275630449,18.2312294717,41.6239013858,6a,2785.20893958,232594.448394775,2785.2089395782
3870,E01004068,Southwark 026E,Southwark,14.7155414775,16.6928952396,7.40174448218,22.7718457434,3,2952.38860781,187461.365036011,2952.3886078109
3871,E01004069,Southwark 031A,Southwark,5.67240435906,5.72551068433,0,13.041664417,2,5289.95141327,917034.774681091,5289.9514132653
3872,E01004070,Southwark 031B,Southwark,10.2033287352,10.0704415694,7.54317584884,14.3555907826,3,4135.86363893,321638.468040466,4135.86363892985
3873,E01004071,Southwark 030D,Southwark,10.1808528017,11.1148092004,6.94039775133,13.8818661556,3,1790.4373191,125674.357810974,1790.43731909823
3874,E01004072,Southwark 030E,Southwark,9.48884847556,9.89537455042,3.84258642459,13.0133465405,2,3521.22222853,281792.21269989,3521.22222853345
3875,E01004073,Southwark 031C,Southwark,12.520511329,13.2483309246,7.56660933441,18.3995696292,3,3581.18140826,199406.971229553,3581.18140825623
3876,E01004074,Southwark 031D,Southwark,12.8338764184,14.2677482477,0,22.1519114054,3,3394.54406118,353799.411331177,3394.54406118174
3877,E01004075,Southwark 031E,Southwark,6.83896445304,7.07752787519,2.08356344972,13.4663905999,2,4930.17929238,588920.605392456,4930.17929238456
3878,E01004076,Sutton 011A,Sutton,3.76136083617,4.35683311459,0,11.2567104593,1b,10926.0674592,3431216.27050018,10926.0674591579
3879,E01004077,Sutton 011B,Sutton,6.502305288,6.4704165285,5.19731946586,8.65467382459,2,3331.3977689,264040.107139587,3331.39776889733
3880,E01004078,Sutton 011C,Sutton,3.93386748223,4.65916583336,0,6.24064941885,1b,3927.31001114,322657.517845154,3927.31001113672
3881,E01004079,Sutton 011D,Sutton,4.21240235198,4.78322840473,0,6.28239084234,1b,3366.31741172,320525.574111938,3366.31741171853
3882,E01004080,Sutton 011E,Sutton,6.61107053149,6.30107443317,2.81630400709,10.6965731418,2,2781.61189987,295426.555419922,2781.61189986861
3883,E01004081,Sutton 011F,Sutton,5.00999245483,4.77014886782,3.90511307343,7.36027168381,2,3100.3662749,170069.655487061,3100.36627489795
3884,E01004082,Sutton 011G,Sutton,5.70113476178,5.75894105223,2.70017305507,9.27667162118,2,2404.32992299,175644.784141541,2404.32992298864
3885,E01004083,Sutton 019A,Sutton,3.93738677464,4.17925574007,0,6.14853149405,1b,3359.97623609,245762.830741882,3359.97623609136
3886,E01004084,Sutton 024A,Sutton,3.4105179401,3.48679993634,0,5.62303893212,1b,5974.41534013,508144.563751221,5974.4153401311
3887,E01004085,Sutton 024B,Sutton,1.62873142256,0,0,5.83649775818,1a,6903.17308957,808871.948905945,6903.17308956593
3888,E01004086,Sutton 019B,Sutton,6.05166261304,6.1024763495,3.90154332929,10.8759920679,2,5806.30346166,558706.223136902,5806.30346166145
3889,E01004087,Sutton 017A,Sutton,4.52371720434,4.87995246411,0,6.76088374414,1b,3998.81256188,358467.982261658,3998.81256187838
3890,E01004088,Sutton 019C,Sutton,3.46773941061,3.94664692232,0,6.25128271507,1b,4220.02269162,468965.406929016,4220.02269161871
3891,E01004089,Sutton 019D,Sutton,4.81409285492,4.88810476459,4.3836293723,5.26448303373,1b,1688.18127168,112154.764305115,1688.18127168382
3892,E01004090,Sutton 021A,Sutton,8.71953965159,8.84294092642,4.85085856069,10.1894038639,2,2733.59191863,189645.110427856,2733.59191862966
3893,E01004091,Sutton 022A,Sutton,3.74218478173,2.87650519033,0,8.44906691923,1b,4134.93863587,374194.91002655,4134.93863587262
3894,E01004092,Sutton 022B,Sutton,4.05690779505,3.94801970158,0,10.5095086062,1b,4901.37173465,648672.317047119,4901.37173464646
3895,E01004093,Sutton 025A,Sutton,3.23233428216,3.13432921465,0,9.21272442752,1b,4408.28867465,403028.287879944,4408.28867465492
3896,E01004094,Sutton 025B,Sutton,7.31589118191,7.69378916594,2.54122838153,11.1558543345,2,3844.36421823,278077.163139343,3844.36421823206
3897,E01004095,Sutton 025C,Sutton,2.85037742552,2.48990053877,1.20185318076,5.38578943166,1b,4530.85097298,290025.50479126,4530.85097298158
3898,E01004096,Sutton 021B,Sutton,6.49759676699,5.7884211917,3.6937675643,12.6758946015,2,2742.62754959,153560.328712463,2742.62754958847
3899,E01004097,Sutton 015A,Sutton,7.55899338624,7.18307383983,3.14868681725,20.892331555,2,4107.24990525,272063.521125793,4107.24990524622
3900,E01004098,Sutton 015B,Sutton,7.41005238177,7.55259606907,4.62784263964,12.6398750199,2,2578.09922565,223454.71018219,2578.09922565378
3901,E01004099,Sutton 015C,Sutton,9.76794323767,10.2981500692,1.56505742873,15.2552506853,2,3752.06833743,388566.3671875,3752.06833742823
3902,E01004100,Sutton 015D,Sutton,7.88654892352,7.64050765239,4.68267051585,11.5988288447,2,3691.63029745,351142.927337646,3691.63029744731
3903,E01004101,Sutton 013A,Sutton,5.59748570952,5.194945861,3.83401180039,9.5509006401,2,3385.4152914,224152.174453735,3385.41529139649
3904,E01004102,Sutton 015E,Sutton,9.03542821078,10.5780083469,2.30469368544,13.3837866462,2,3508.4479864,391588.748168945,3508.44798640243
3905,E01004103,Sutton 013B,Sutton,5.9529248528,6.13670744595,4.35339114607,7.73815007019,2,3227.20598748,175630.712730408,3227.20598748078
3906,E01004104,Sutton 020A,Sutton,6.04018512778,5.96131161014,2.41465244712,10.0462094075,2,3366.2278547,368202.121559143,3366.22785469574
3907,E01004105,Sutton 022C,Sutton,6.28218979591,6.701297859,1.24372426313,8.67407860335,2,4258.69818039,384447.166976929,4258.69818039289
3908,E01004106,Sutton 022D,Sutton,2.50304175421,2.39341619778,0,7.14446832637,1b,5088.42518555,813869.169296265,5088.42518554828
3909,E01004107,Sutton 020B,Sutton,4.61889733305,4.10949867001,2.95350124165,7.29617619281,1b,2848.33485573,242091.873291016,2848.33485573252
3910,E01004108,Sutton 024C,Sutton,0.729099521107,0,0,6.03121548843,1a,12253.1172776,4582305.22657776,12253.1172776423
3911,E01004109,Sutton 024D,Sutton,2.30932997705,2.08339441057,0,4.4207250464,1a,4257.45269155,665042.177055359,4257.45269155483
3912,E01004110,Sutton 016A,Sutton,7.23959327228,7.63080187671,3.58781435017,10.6215924321,2,4493.00533115,310454.1121521,4493.00533114508
3913,E01004111,Sutton 016B,Sutton,5.10864840198,5.51650494957,0,10.1061344149,2,4221.80709912,476719.880599976,4221.80709912423
3914,E01004112,Sutton 016C,Sutton,4.80607384491,4.39058986195,1.3413338219,9.39021354424,1b,4697.54446881,524373.869796753,4697.54446880523
3915,E01004114,Sutton 025D,Sutton,0.385160518324,0,0,2.92313810523,1a,6587.33464495,1542634.95587921,6587.33464494869
3916,E01004115,Sutton 009A,Sutton,4.297388223,4.01519336734,2.18456644315,6.81278667355,1b,3252.66160325,259595.397079468,3252.66160325142
3917,E01004116,Sutton 008A,Sutton,3.34709142931,1.93815489251,0,7.26571225382,1b,4050.94131737,323870.129501343,4050.94131737003
3918,E01004117,Sutton 006A,Sutton,0.802086501683,0.703387874529,0,3.12119385323,1a,2536.19955865,255032.929199219,2536.1995586451
3919,E01004118,Sutton 009B,Sutton,8.57927668084,8.90839883273,5.43829259165,10.8243570734,2,3649.17556532,271532.589416504,3649.17556531548
3920,E01004119,Sutton 009C,Sutton,6.81748179864,6.74859759634,3.69456281721,10.6244771451,2,3443.83382919,255877.818687439,3443.83382919288
3921,E01004120,Sutton 016D,Sutton,5.07685772236,5.72593534205,0,7.88287826915,2,3680.8989371,287740.144088745,3680.89893709785
3922,E01004121,Sutton 006B,Sutton,5.94532376516,5.94780077651,1.41600458343,9.59300137085,2,2849.2434066,253206.607467651,2849.24340659757
3923,E01004122,Sutton 008B,Sutton,3.74785886259,3.55771460267,0,8.5536301165,1b,2979.93634019,259177.034393311,2979.93634019033
3924,E01004123,Sutton 002A,Sutton,8.90063378879,8.72771955522,5.25393868934,13.1308233239,2,4040.73763899,406995.795036316,4040.73763899003
3925,E01004124,Sutton 002B,Sutton,6.19388432508,5.73803049806,0,10.8852412183,2,1987.52212804,183719.09085083,1987.52212804352
3926,E01004125,Sutton 001A,Sutton,7.20820134093,7.37642407749,5.88389776969,7.86296927902,2,2760.97910656,138713.427772522,2760.97910655748
